State,Year,Homeless,Population,Homeless.Percentage,Inequality,Unemployment.rate,Tot Assist & Subsidies,Gov.assist.per.capita,Housing.cost,Inequa_Unempl
NY,2012,69566,19574362,35.53934478,0.5009,8.5,"$1,828,343",26.3,582.43,4.25765
NY,2013,77430,19626488,39.45178577,0.5098,7.7,"$1,836,457",23.7,586.89,3.92546
NY,2014,80590,19653431,41.00556285,0.5111,6.3,"$1,933,206",24.0,601.71,3.21993
NY,2015,88250,19657321,44.89421524,0.5138,5.3,"$2,290,755",26.0,618.73,2.72314
NY,2016,86352,19636391,43.97549427,0.5129,4.9,"$2,170,989",25.1,639.01,2.51321
NY,2017,89503,19593849,45.67913124,0.5157,4.7,"$2,090,831",23.4,669.42,2.42379
NY,2018,91897,19544098,47.0203332,0.513,4.1,"$2,089,173",22.7,705.7,2.1033
NY,2019,92091,19463131,47.31561433,0.5149,3.8,"$2,239,517",24.3,732.26,1.95662
NY,2020,91271,19336776,47.20073295,0.512,10.0,"$2,348,495",25.7,756.77,5.12
OH,2009,12700,11528896,11.01579891,0.447,10.3,"$2,803,416",220.7,350.31,4.6041
OH,2010,12569,11539449,10.89220118,0.452,10.3,"$2,657,198",211.4,338.35,4.6556
OH,2011,13030,11545735,11.28555263,0.4594,8.8,"$2,859,321",219.4,326,4.04272
OH,2012,13977,11550971,12.10028144,0.4615,7.4,"$2,398,281",171.6,320.7,3.4151
OH,2013,12325,11579692,10.6436337,0.4652,7.5,"$2,367,016",192.0,321.58,3.489
OH,2014,11823,11606573,10.18646934,0.4637,5.8,"$2,635,729",222.9,332.3,2.68946
OH,2015,11182,11622315,9.621146906,0.4637,4.9,"$1,681,795",150.4,343.73,2.27213
OH,2016,10404,11640060,8.938098257,0.468,5.0,"$1,732,587",166.5,357.11,2.34
OH,2017,10095,11665706,8.653569703,0.4642,5.0,"$1,863,355",184.6,374.69,2.321
OH,2018,10249,11680892,8.774158686,0.4667,4.6,"$1,852,935",180.8,396.11,2.14682
OH,2019,10345,11696507,8.844520847,0.4651,4.2,"$1,986,326",192.0,414.93,1.95342
OH,2020,10655,11693217,9.1121203,0.4641,8.1,"$2,279,828",214.0,432.56,3.75921
OK,2009,4838,3717572,13.01387034,0.459,6.4,"$445,566",92.1,358.98,2.9376
OK,2010,5229,3760014,13.90686311,0.454,6.8,"$483,533",92.5,356.74,3.0872
OK,2011,4625,3788824,12.20695393,0.4613,5.9,"$484,578",104.8,351.07,2.72167
OK,2012,5032,3819320,13.17512018,0.4643,5.2,"$478,576",95.1,354.3,2.41436
OK,2013,4408,3853891,11.43779105,0.4619,5.3,"$503,528",114.2,360.19,2.44807
OK,2014,4191,3879187,10.80381018,0.466,4.5,"$513,796",122.6,371.64,2.097
OK,2015,3777,3910518,9.658566972,0.4702,4.4,"$547,686",145.0,384.74,2.06888
OK,2016,4107,3928143,10.45532202,0.4645,4.8,"$618,390",150.6,394,2.2296
OK,2017,4199,3933602,10.67469459,0.4658,4.2,"$638,701",152.1,407.32,1.95636
OK,2018,3871,3943488,9.816183034,0.4687,3.4,"$641,455",165.7,419.43,1.59358
OK,2019,3944,3960676,9.957896076,0.4739,3.1,"$651,064",165.1,434.82,1.46909
OK,2020,3932,3980783,9.877453757,0.4652,6.1,"$709,177",180.4,451.24,2.83772
OR,2009,17309,3808600,45.44714593,0.447,11.3,"$513,014",29.6,672.34,5.0511
OR,2010,19492,3837614,50.79197647,0.449,10.6,"$632,443",32.4,618.04,4.7594
OR,2011,17254,3872672,44.55321804,0.4586,9.5,"$584,549",33.9,575.99,4.3567
OR,2012,15828,3900102,40.58355397,0.4565,8.8,"$543,074",34.3,567.56,4.0172
OR,2013,13822,3924110,35.22327356,0.46,7.9,"$568,319",41.1,602.44,3.634
OR,2014,12164,3965447,30.67497813,0.4624,6.8,"$540,390",44.4,659.97,3.14432
OR,2015,13226,4018542,32.91243441,0.4622,5.6,"$544,447",41.2,711.57,2.58832
OR,2016,13238,4093271,32.34088337,0.4583,4.8,"$540,999",40.9,789.12,2.19984
OR,2017,13953,4147294,33.64362401,0.4593,4.1,"$520,363",37.3,852.18,1.88313
OR,2018,14476,4183538,34.60229117,0.4582,4.2,"$540,942",37.4,905.68,1.92444
OR,2019,15876,4216116,37.65551043,0.45,3.7,"$550,860",34.7,945.06,1.665
OR,2020,14655,4241507,34.55139883,0.46,7.6,"$620,052",42.3,977.51,3.496
PA,2009,15096,12666858,11.91771472,0.457,8.0,"$2,431,317",161.1,479.71,3.656
PA,2010,14516,12711406,11.41966514,0.461,8.5,"$2,194,702",151.2,467.76,3.9185
PA,2011,15096,12747052,11.84273823,0.4611,7.9,"$2,470,152",163.6,456.61,3.64269
PA,2012,14736,12769123,11.54033836,0.4642,7.8,"$2,529,272",171.6,448.88,3.62076
PA,2013,15086,12779538,11.80480859,0.4696,7.4,"$2,414,521",160.1,452.34,3.47504
PA,2014,15333,12792392,11.98603045,0.4686,5.9,"$2,360,435",153.9,461.2,2.76474
PA,2015,15421,12789838,12.05722856,0.4685,5.3,"$2,533,132",164.3,471.52,2.48305
PA,2016,15339,12788468,11.99439995,0.4689,5.4,"$2,749,905",179.3,483.15,2.53206
PA,2017,14138,12794679,11.04990598,0.4777,4.9,"$3,139,753",222.1,500.28,2.34073
PA,2018,13512,12809107,10.54874473,0.4747,4.3,"$3,161,143",234.0,522.05,2.04121
PA,2019,13199,12798883,10.31261869,0.4745,4.5,"$2,841,423",215.3,542.38,2.13525
PA,2020,13375,12783254,10.46290718,0.468,9.1,"$2,003,136",149.8,561.28,4.2588
RI,2009,1607,1053646,15.25180184,0.452,11.0,"$152,960",95.2,679.43,4.972
RI,2010,1282,1053994,12.1632571,0.467,11.2,"$150,289",117.2,649.34,5.2304
RI,2011,1070,1053829,10.15344994,0.4674,11.0,"$156,130",145.9,619.3,5.1414
RI,2012,1277,1054893,12.10549316,0.4647,10.4,"$165,562",129.6,596.39,4.83288
RI,2013,1384,1055560,13.11152374,0.4769,9.3,"$167,946",121.3,595.43,4.43517
RI,2014,1190,1056511,11.26348897,0.4827,7.7,"$176,998",148.7,613.83,3.71679
RI,2015,1111,1056886,10.51201359,0.4732,6.0,"$173,838",156.5,641.17,2.8392
RI,2016,1160,1057816,10.9659903,0.4781,5.2,"$177,358",152.9,671.69,2.48612
RI,2017,1180,1056554,11.16838325,0.4722,4.4,"$178,281",151.1,711.38,2.07768
RI,2018,1101,1059338,10.39328335,0.47,4.1,"$180,768",164.2,756.09,1.927
RI,2019,1055,1058158,9.970155686,0.4628,3.6,"$178,208",168.9,789.58,1.66608
RI,2020,1104,1057125,10.44341965,0.4738,9.4,"$185,346",167.9,824.74,4.45372
SC,2009,4473,4589872,9.745369806,0.46,11.2,"$1,296,074",289.8,413.39,5.152
SC,2010,4473,4635846,9.648724311,0.461,11.2,"$1,245,577",278.5,391.1,5.1632
SC,2011,5093,4672655,10.89958493,0.4648,10.6,"$1,145,676",225.0,375.59,4.92688
SC,2012,4915,4719027,10.41528264,0.4684,9.2,"$1,072,567",218.2,368.28,4.30928
SC,2013,6544,4766469,13.72924066,0.4665,7.6,"$1,253,222",191.5,370.38,3.5454
SC,2014,5057,4826858,10.47679464,0.4687,6.5,"$1,288,488",254.8,381.29,3.04655
SC,2015,5354,4896006,10.93544412,0.4698,6.0,"$1,406,809",262.8,398.14,2.8188
SC,2016,5051,4963031,10.17724854,0.4735,5.0,"$1,298,436",257.1,416.9,2.3675
SC,2017,3916,5027102,7.789776297,0.4795,4.3,"$1,274,872",325.6,439.62,2.06185
SC,2018,3933,5091702,7.724332649,0.4762,3.4,"$1,282,412",326.1,465.77,1.61908
SC,2019,4172,5157702,8.088873688,0.4747,2.8,"$1,343,689",322.1,488.89,1.32916
SC,2020,4287,5218040,8.215728511,0.469,6.2,"$1,438,575",335.6,505.98,2.9078
SD,2009,731,807067,9.057488412,0.439,4.9,"$84,868",116.1,411.05,2.1511
SD,2010,731,816193,8.956215013,0.442,5.0,"$97,587",133.5,406.07,2.21
SD,2011,826,823740,10.02743584,0.4324,4.7,"$98,257",119.0,405.57,2.03228
SD,2012,859,833859,10.30150181,0.4335,4.3,"$127,381",148.3,410.21,1.86405
SD,2013,1094,842751,12.98129578,0.4427,3.8,"$130,739",119.5,422.75,1.68226
SD,2014,885,849670,10.41580849,0.4468,3.4,"$129,291",146.1,436.97,1.51912
SD,2015,1036,854663,12.12173687,0.4436,3.1,"$133,511",128.9,452.36,1.37516
SD,2016,1072,863693,12.41181763,0.4495,3.0,"$129,954",121.2,472.55,1.3485
SD,2017,943,873732,10.79278314,0.4488,3.2,"$142,236",150.8,496.1,1.43616
SD,2018,1159,879386,13.17965035,0.4445,3.0,"$142,559",123.0,518.91,1.3335
SD,2019,995,887127,11.21598148,0.436,3.0,"$140,349",141.1,541.31,1.308
SD,2020,1058,892717,11.85146021,0.44,4.6,"$144,806",136.9,557.74,2.024
TN,2009,10532,6306019,16.70150375,0.468,10.5,"$1,557,010",147.8,392.86,4.914
TN,2010,10276,6355518,16.16862701,0.468,9.7,"$1,078,212",104.9,379.26,4.5396
TN,2011,9113,6400298,14.23839952,0.4756,9.0,"$1,280,579",140.5,369.28,4.2804
TN,2012,9426,6455752,14.60093263,0.4732,7.8,"$1,367,727",145.1,365.69,3.69096
TN,2013,9528,6496943,14.66535877,0.4783,7.8,"$1,340,344",140.7,371.33,3.73074
TN,2014,9415,6544617,14.38586857,0.4811,6.6,"$1,313,661",139.5,386.76,3.17526
TN,2015,9123,6595354,13.83246449,0.4789,5.6,"$1,336,822",146.5,403.51,2.68184
TN,2016,8779,6651277,13.19896916,0.479,4.7,"$1,309,287",149.1,426.14,2.2513
TN,2017,8309,6714748,12.3742544,0.4822,3.8,"$1,377,326",165.8,456.01,1.83236
TN,2018,7883,6778180,11.62996557,0.4778,3.5,"$1,459,257",185.1,487.88,1.6723
TN,2019,7467,6830325,10.93212988,0.4749,3.4,"$1,487,287",199.2,514.87,1.61466
TN,2020,7256,6886834,10.53604603,0.4786,7.5,"$1,750,677",241.3,537.08,3.5895
TX,2009,36761,24801761,14.82193139,0.474,7.6,"$2,450,800",66.7,359.49,3.6024
TX,2010,35121,25241897,13.91377201,0.469,8.1,"$2,608,017",74.3,354.5,3.7989
TX,2011,36911,25645504,14.39277622,0.4771,7.8,"$2,605,119",70.6,349.74,3.72138
TX,2012,34052,26084120,13.05468615,0.4767,6.7,"$2,850,749",83.7,352.98,3.19389
TX,2013,29615,26479646,11.1840619,0.4807,6.3,"$2,981,890",100.7,367.49,3.02841
TX,2014,28495,26963092,10.56814997,0.4827,5.1,"$3,472,018",121.8,395.28,2.46177
TX,2015,23678,27468531,8.620045972,0.4823,4.4,"$3,564,009",150.5,421.61,2.12212
TX,2016,23122,27914064,8.283279712,0.48,4.6,"$3,845,137",166.3,450.76,2.208
TX,2017,23548,28291024,8.323488043,0.4781,4.3,"$3,654,775",155.2,482.32,2.05583
TX,2018,25310,28624564,8.842056075,0.4822,3.9,"$3,698,294",146.1,511.3,1.88058
TX,2019,25848,28986794,8.91716414,0.4753,3.5,"$3,829,914",148.2,534.42,1.66355
TX,2020,27229,29360759,9.273942816,0.4803,7.6,"$4,258,942",156.4,551.36,3.65028
UT,2009,3795,2723421,13.93467995,0.411,7.3,"$587,398",154.8,561.08,3.0003
UT,2010,3284,2775413,11.83247322,0.419,7.8,"$759,752",231.3,519.36,3.2682
UT,2011,3130,2814797,11.11980722,0.4249,6.7,"$869,821",277.9,491.38,2.84683
UT,2012,3527,2854146,12.35746174,0.4244,5.4,"$966,809",274.1,496.06,2.29176
UT,2013,3277,2898773,11.30478309,0.4259,4.6,"$936,418",285.8,528.14,1.95914
UT,2014,3081,2938327,10.48555862,0.4283,3.8,"$882,336",286.4,564.18,1.62754
UT,2015,3025,2983626,10.1386702,0.4252,3.6,"$891,474",294.7,590.98,1.53072
UT,2016,2807,3044241,9.220689164,0.4263,3.4,"$913,411",325.4,635.32,1.44942
UT,2017,2852,3103540,9.189506177,0.4225,3.3,"$875,280",306.9,691.29,1.39425
UT,2018,2876,3155153,9.115247343,0.4269,3.1,"$836,006",290.7,753.29,1.32339
UT,2019,2798,3203383,8.734515979,0.4268,2.5,"$819,314",292.8,809.61,1.067
UT,2020,3131,3249879,9.634204843,0.43,4.7,"$846,642",270.4,853.98,2.021
VA,2009,8852,7925937,11.16839561,0.455,6.7,"$1,647,502",186.1,563.87,3.0485
VA,2010,9080,8024004,11.3160462,0.459,7.1,"$1,690,494",186.2,539.89,3.2589
VA,2011,8816,8102437,10.88067701,0.4632,6.6,"$1,680,100",190.6,524.46,3.05712
VA,2012,8424,8187456,10.28891025,0.4661,6.1,"$1,736,824",206.2,518.55,2.84321
VA,2013,7625,8255861,9.235862862,0.4672,5.7,"$1,794,856",235.4,525.28,2.66304
VA,2014,7020,8315430,8.442137087,0.4658,5.2,"$1,819,560",259.2,541.35,2.42216
VA,2015,7001,8367303,8.367092718,0.4681,4.5,"$1,276,223",182.3,554.54,2.10645
VA,2016,6268,8417651,7.446257869,0.4705,4.1,"$1,382,731",220.6,567.37,1.92905
VA,2017,6067,8471011,7.162073098,0.4674,3.7,"$1,233,884",203.4,585.45,1.72938
VA,2018,5975,8510920,7.020392625,0.4754,3.0,"$1,264,020",211.6,606.88,1.4262
VA,2019,5783,8556642,6.758492409,0.469,2.7,"$1,340,924",231.9,630.4,1.2663
VA,2020,5957,8590563,6.934353429,0.4673,6.2,"$1,518,015",254.8,651.48,2.89726
VT,2009,1214,624817,19.42968901,0.43,6.6,"$192,457",158.5,557.03,2.838
VT,2010,1220,625886,19.49236762,0.444,6.1,"$200,591",164.4,547.02,2.7084
VT,2011,1144,627197,18.23988316,0.4308,5.5,"$165,777",144.9,541.28,2.3694
VT,2012,1160,626361,18.51967156,0.4392,5.0,"$150,624",129.8,537.9,2.196
VT,2013,1454,626603,23.20448514,0.4537,4.4,"$154,914",106.5,536.42,1.99628
VT,2014,1559,625693,24.91637273,0.4406,3.9,"$159,061",102.0,537.92,1.71834
VT,2015,1523,625810,24.33645995,0.4452,3.6,"$183,976",120.8,546.26,1.60272
VT,2016,1117,624366,17.89014777,0.4539,3.2,"$193,197",173.0,552.5,1.45248
VT,2017,1225,625132,19.59586135,0.4525,3.0,"$170,111",138.9,566.59,1.3575
VT,2018,1291,624802,20.66254589,0.4473,2.7,"$184,784",143.1,585.7,1.20771
VT,2019,1089,624046,17.45063665,0.4471,2.3,"$186,630",171.4,606.73,1.02833
VT,2020,1110,623347,17.80709621,0.44,5.6,"$195,720",176.3,628.58,2.464
WA,2009,22782,6667426,34.16910814,0.442,9.2,"$1,761,259",77.3,785.3,4.0664
WA,2010,22878,6743009,33.92847318,0.441,10.0,"$1,856,878",81.2,724.71,4.41
WA,2011,20439,6827479,29.93637915,0.4449,9.3,"$1,764,375",86.3,677.84,4.13757
WA,2012,20504,6898599,29.72197688,0.4498,8.1,"$1,634,471",79.7,661.43,3.64338
WA,2013,17760,6966252,25.49434043,0.4572,7.0,"$1,706,359",96.1,693.22,3.2004
WA,2014,18442,7057531,26.13095146,0.4542,6.1,"$1,709,125",92.7,749.05,2.77062
WA,2015,19419,7167287,27.09393387,0.4561,5.6,"$1,723,046",88.7,802.88,2.55416
WA,2016,20827,7299961,28.53028941,0.4591,5.3,"$1,730,591",83.1,888.46,2.43323
WA,2017,21112,7427951,28.42237381,0.4561,4.7,"$1,294,258",61.3,977.91,2.14367
WA,2018,22304,7526793,29.63280643,0.4574,4.5,"$1,291,410",57.9,1066.84,2.0583
WA,2019,21577,7614024,28.33849749,0.4577,4.1,"$1,328,594",61.6,1127.86,1.87657
WA,2020,22923,7693612,29.79484799,0.456,8.4,"$1,455,087",63.5,1185.11,3.8304
WI,2009,6525,5669264,11.5094305,0.426,8.6,"$723,880",110.9,446.74,3.6636
WI,2010,6333,5690538,11.12900046,0.43,8.7,"$774,151",122.2,428.24,3.741
WI,2011,5785,5705840,10.13873505,0.437,7.8,"$819,877",141.7,414.43,3.4086
WI,2012,6027,5720825,10.53519379,0.4401,7.0,"$800,973",132.9,407.36,3.0807
WI,2013,6104,5738012,10.63783066,0.4446,6.7,"$722,486",118.4,406.59,2.97882
WI,2014,6055,5753199,10.52457946,0.4397,5.4,"$805,130",133.0,413.48,2.37438
WI,2015,6057,5762927,10.5102841,0.441,4.6,"$731,445",120.8,425.05,2.0286
WI,2016,5685,5775170,9.843866068,0.4498,4.0,"$768,293",135.1,442.14,1.7992
WI,2017,5027,5793147,8.677494288,0.4467,3.3,"$1,021,845",203.3,464.61,1.47411
WI,2018,4907,5809319,8.446773193,0.4483,3.0,"$1,034,576",210.8,490.21,1.3449
WI,2019,4538,5824581,7.791118365,0.4391,3.3,"$1,117,925",246.3,513.52,1.44903
WI,2020,4515,5832655,7.740900156,0.44,6.3,"$1,177,053",260.7,526.75,2.772
WV,2009,1667,1847775,9.021661187,0.453,7.7,"$221,865",133.1,296.25,3.4881
WV,2010,2264,1854265,12.20968955,0.451,8.7,"$235,579",104.1,290.88,3.9237
WV,2011,2211,1856606,11.90882718,0.4721,8.1,"$310,313",140.3,286.38,3.82401
WV,2012,2410,1857446,12.97480519,0.4638,7.5,"$255,784",106.1,284.45,3.4785
WV,2013,2240,1854768,12.07698213,0.4647,6.8,"$260,641",116.4,288.36,3.15996
WV,2014,2013,1850569,10.87773544,0.4546,6.6,"$267,295",132.8,295.9,3.00036
WV,2015,1835,1843332,9.954799244,0.4581,6.7,"$623,831",340.0,300.97,3.06927
WV,2016,1387,1832435,7.569163436,0.4711,6.1,"$663,852",478.6,306.95,2.87371
WV,2017,1309,1818683,7.197516005,0.4686,5.2,"$336,264",256.9,310.13,2.43672
WV,2018,1243,1805953,6.882792631,0.4742,5.3,"$328,466",264.3,317.71,2.51326
WV,2019,1397,1795263,7.781589661,0.4644,4.9,"$342,655",245.3,324.63,2.27556
WV,2020,1341,1784787,7.513501611,0.4621,8.3,"$354,551",264.4,332.28,3.83543
WY,2009,515,559851,9.19887613,0.424,6.3,"$79,883",155.1,521.53,2.6712
WY,2010,579,564531,10.25630125,0.423,6.4,"$87,337",150.8,503.25,2.7072
WY,2011,1038,567491,18.29103898,0.4081,5.8,"$86,604",83.4,495.25,2.36698
WY,2012,1813,576656,31.43988791,0.4166,5.3,"$51,065",28.2,500.6,2.20798
WY,2013,953,582620,16.35714531,0.4183,4.7,"$48,905",51.3,511.76,1.96601
WY,2014,757,583159,12.98102233,0.427,4.1,"$48,475",64.0,529.38,1.7507
WY,2015,798,586389,13.60871367,0.4374,4.3,"$54,663",68.5,545.6,1.88082
WY,2016,857,585243,14.64348997,0.436,5.3,"$55,221",64.4,555.84,2.3108
WY,2017,873,579994,15.05187985,0.4326,4.2,"$53,068",60.8,564.91,1.81692
WY,2018,639,579054,11.03524024,0.4555,4.1,"$41,176",64.4,584.47,1.86755
WY,2019,548,580116,9.446386585,0.4345,3.7,"$44,661",81.5,610.15,1.60765
WY,"2,020",612,582328,10.50954101,0.43,5.8,"$44,969",73.5,634,2.494
